CAMIS,id,name,url,phone,latitude,longitude,review_count,price,rating,transactions,categories,address,city,state,zip_code
50056007,royal-35-steakhouse-new-york,Royal 35 Steakhouse,https://www.yelp.com/biz/royal-35-steakhouse-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12128047276,40.74906,-73.98339,71,4,4.5,,['steak'],1 E 35th St,New York,NY,10016
50015767,the-polo-bar-new-york,The Polo Bar,https://www.yelp.com/biz/the-polo-bar-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12122078562,40.7615591,-73.97434271,265,3,4,['restaurant_reservation'],"['tradamerican', 'bars']",1 E 55th St,New York,NY,10022
41083343,grimaldis-brooklyn-4,Grimaldi's,https://www.yelp.com/biz/grimaldis-brooklyn-4?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17188584300,40.70256946,-73.99324761,4161,2,3.5,,['pizza'],1 Front St,Brooklyn,NY,11201
50001233,kinjo-brooklyn,Kinjo,https://www.yelp.com/biz/kinjo-brooklyn?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17186431400,40.68598,-73.9732,151,2,3.5,['restaurant_reservation'],"['japanese', 'sushi', 'korean']",1 Greene Ave,Brooklyn,NY,11238
41677257,exley-brooklyn,Exley,https://www.yelp.com/biz/exley-brooklyn?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,13475992430,40.7160912,-73.9517136,46,2,4.5,,['bars'],1 Jackson St,Brooklyn,NY,11211
50054847,guadalupe-inn-brooklyn-2,Guadalupe Inn,https://www.yelp.com/biz/guadalupe-inn-brooklyn-2?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17183660500,40.70773,-73.93167,82,2,4,,"['mexican', 'salad', 'cocktailbars']",1 Knickerbocker Ave,Brooklyn,NY,11237
40365968,nancy-whiskey-pub-new-york,Nancy Whiskey Pub,https://www.yelp.com/biz/nancy-whiskey-pub-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12122269943,40.720699,-74.004928,189,1,3.5,,['divebars'],1 Lispenard St,New York,NY,10013
40997950,bagatelle-new-york-6,Bagatelle,https://www.yelp.com/biz/bagatelle-new-york-6?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12124882110,40.73967243,-74.0060724,433,3,3,['restaurant_reservation'],"['french', 'lounges', 'mediterranean']",1 Little W 12th St,New York,NY,10014
50032842,retro-fitness-new-york-5,Retro Fitness,https://www.yelp.com/biz/retro-fitness-new-york-5?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,16466676635,40.7023139,-74.0114968,38,,3,,['gyms'],1 New York Plz,New York,NY,10004
50033039,starbucks-new-york-434,Starbucks,https://www.yelp.com/biz/starbucks-new-york-434?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12127858409,40.7023125,-74.0114975,8,1,3.5,,['coffee'],1 New York Plz,New York,NY,10004
50009469,shake-shack-brooklyn-12,Shake Shack,https://www.yelp.com/biz/shake-shack-brooklyn-12?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,13474352676,40.7030151,-73.9939538,279,2,4,,"['tradamerican', 'icecream']",1 Old Fulton St,Brooklyn,NY,11201
50016844,roses-pizza-new-york,Rose's Pizza,https://www.yelp.com/biz/roses-pizza-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12126297455,40.7516241,-73.9924959,200,1,3.5,"['delivery', 'pickup']","['pizza', 'italian']",1 Penn Plz,New York,NY,10119
50034176,pret-a-manger-new-york-69,Pret A Manger,https://www.yelp.com/biz/pret-a-manger-new-york-69?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12122442820,40.75110199,-73.99333942,43,1,3.5,,"['coffee', 'breakfast_brunch', 'sandwiches']",1 Penn Plz,New York,NY,10119
41451698,lucys-cantina-royale-new-york,Lucy's Cantina Royale,https://www.yelp.com/biz/lucys-cantina-royale-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12126431270,40.75175751,-73.99289582,511,2,2.5,,"['tex-mex', 'bars', 'mexican']",1 Penn Plz,New York,NY,10119
41331953,randalls-island-golf-center-new-york,Randall's Island Golf Center,https://www.yelp.com/biz/randalls-island-golf-center-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12124275689,40.801076,-73.923283,96,,4,,"['golf', 'mini_golf', 'battingcages']",1 Randall's Island,New York,NY,10035
41273461,wateredge-cafe-staten-island-2,Wateredge Cafe,https://www.yelp.com/biz/wateredge-cafe-staten-island-2?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17182739233,40.64403516,-74.07231652,5,4,2,,['cafes'],1 Richmond Ter,Staten Island,NY,10301
40738008,au-bon-pain-new-york-4,Au Bon Pain,https://www.yelp.com/biz/au-bon-pain-new-york-4?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12129529098,40.70273477,-74.01321739,59,2,3,,['bakeries'],1 State St Plz,New York,NY,10004
41209713,jade-eatery-and-lounge-forest-hills,Jade Eatery and Lounge,https://www.yelp.com/biz/jade-eatery-and-lounge-forest-hills?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17187932203,40.718933,-73.845291,520,2,3.5,['delivery'],"['asianfusion', 'venues', 'lounges']",1 Station Sq,Forest Hills,NY,11375
41465455,happy-house-brooklyn,Happy House,https://www.yelp.com/biz/happy-house-brooklyn?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17183630762,40.6652981,-73.92303228,1,,1,,['chinese'],1 Sutter Ave,Brooklyn,NY,11212
50002350,ramen-takumi-new-york,Ramen Takumi,https://www.yelp.com/biz/ramen-takumi-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12122292752,40.730835,-73.9952208,361,2,3,,['ramen'],1 University Pl,New York,NY,10003
41435736,liu-brooklyn-long-island-university-brooklyn,LIU Brooklyn - Long Island University,https://www.yelp.com/biz/liu-brooklyn-long-island-university-brooklyn?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17184881000,40.69104483,-73.98073065,28,,3,,['collegeuniv'],1 University Plz,Brooklyn,NY,11201
41216157,mapi-espresso-and-sandwich-bar-new-york,Mapi Espresso And Sandwich Bar,https://www.yelp.com/biz/mapi-espresso-and-sandwich-bar-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12129291041,40.73562,-73.99458,35,1,4,,"['coffee', 'breakfast_brunch', 'sandwiches']",1 W 13th St,New York,NY,10011
40403586,university-club-new-york,University Club,https://www.yelp.com/biz/university-club-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12122472100,40.7612305,-73.9754639,34,3,4.5,,"['venues', 'social_clubs', 'tradamerican']",1 W 54th St,New York,NY,10019
50017280,pizza-rollio-new-york,Pizza Rollio,https://www.yelp.com/biz/pizza-rollio-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,16466378674,40.764259,-73.974552,104,2,4.5,['pickup'],['pizza'],1 W 58th St,New York,NY,10019
50017020,ora-di-pasta-new-york,Ora di Pasta,https://www.yelp.com/biz/ora-di-pasta-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,16467553013,40.7644615,-73.9738617,138,2,4,,['italian'],1 W 59th St,New York,NY,10019
41658998,billys-bakery-new-york-5,Billy's Bakery,https://www.yelp.com/biz/billys-bakery-new-york-5?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12123711133,40.7647471,-73.9741241,50,1,3,,['bakeries'],1 W 59th St,New York,NY,10019
41657368,william-greenberg-desserts-new-york-4,William Greenberg Desserts,https://www.yelp.com/biz/william-greenberg-desserts-new-york-4?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,,40.76457001,-73.97384673,15,2,4.5,,['desserts'],1 W 59th St,New York,NY,10019
41570230,fp-patisserie-new-york-2,FP Patisserie,https://www.yelp.com/biz/fp-patisserie-new-york-2?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12127591600,40.76453,-73.97389,61,2,3.5,,"['bakeries', 'salad', 'sandwiches']",1 W 59th St,New York,NY,10019
41580082,the-leopard-at-des-artistes-new-york,The Leopard at des Artistes,https://www.yelp.com/biz/the-leopard-at-des-artistes-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12127878767,40.773515,-73.978841,177,3,4,,['italian'],1 W 67th St,New York,NY,10023
50005724,la-panineria-new-york,La Panineria,https://www.yelp.com/biz/la-panineria-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,19173883257,40.73248762,-73.99675311,155,2,4,"['delivery', 'pickup', 'restaurant_reservation']","['italian', 'sandwiches']",1 W 8th St,New York,NY,10011
50039631,panda-express-bronx-2,Panda Express,https://www.yelp.com/biz/panda-express-bronx-2?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17189330088,40.86287309,-73.90114848,10,2,2,,"['chinese', 'hotdogs']",1 W Fordham Rd,Bronx,NY,10468
50066848,mcdonalds-bronx-14,McDonald's,https://www.yelp.com/biz/mcdonalds-bronx-14?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17189014930,40.84445491,-73.91488172,10,1,1.5,,"['burgers', 'hotdogs']",1 W Mount Eden Ave,Bronx,NY,10452
40947943,worlds-fair-marina-restaurant-and-banquet-flushing,World's Fair Marina Restaurant & Banquet,https://www.yelp.com/biz/worlds-fair-marina-restaurant-and-banquet-flushing?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17188981200,40.7593307,-73.851532,33,,3.5,,['venues'],1 Worlds Fair Marina,Flushing,NY,11368
41035201,le-pain-quotidien-new-york-131,Le Pain Quotidien,https://www.yelp.com/biz/le-pain-quotidien-new-york-131?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12122532324,40.732486,-73.996585,120,2,3,,"['bakeries', 'coffee', 'breakfast_brunch']",10 5th Ave,New York,NY,10011
50046491,fuleen-palace-howard-beach,Fuleen Palace,https://www.yelp.com/biz/fuleen-palace-howard-beach?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17188485877,40.659889,-73.830581,8,1,3.5,"['delivery', 'pickup']","['chinese', 'japanese']",10 Coleman Sq,Howard Beach,NY,11414
41243824,landmarc-new-york-4,Landmarc,https://www.yelp.com/biz/landmarc-new-york-4?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12128236123,40.768939,-73.98276,940,3,3.5,,"['breakfast_brunch', 'newamerican', 'bars']",10 Columbus Cir,New York,NY,10019
41008641,per-se-new-york,Per Se,https://www.yelp.com/biz/per-se-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12128239335,40.76815289,-73.98276296,1311,4,4.5,['restaurant_reservation'],['french'],10 Columbus Cir,New York,NY,10019
41215525,porter-house-bar-and-grill-new-york,Porter House Bar and Grill,https://www.yelp.com/biz/porter-house-bar-and-grill-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12128239500,40.76892302,-73.98263097,493,4,3.5,,"['steak', 'newamerican']",10 Columbus Cir,New York,NY,10019
50045771,ascent-lounge-new-york-5,Ascent Lounge,https://www.yelp.com/biz/ascent-lounge-new-york-5?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12128239770,40.76855714,-73.9824594,35,3,4,,"['cocktailbars', 'venues', 'lounges']",10 Columbus Cir,New York,NY,10019
50012118,norikoh-new-york,Norikoh,https://www.yelp.com/biz/norikoh-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,16469186778,40.75125955,-73.98163319,317,2,4,"['delivery', 'pickup', 'restaurant_reservation']","['sushi', 'japanese', 'asianfusion']",10 E 39th St,New York,NY,10016
41699082,completebody-new-york-2,CompleteBody,https://www.yelp.com/biz/completebody-new-york-2?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12127777702,40.70436067,-74.00886204,68,3,4,,"['healthtrainers', 'gyms', 'juicebars']",10 Hanover Sq,New York,NY,10005
50055630,nom-wah-nolita-new-york,Nom Wah Nolita,https://www.yelp.com/biz/nom-wah-nolita-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,16464788242,40.72041549,-73.99447896,96,2,3.5,,"['dimsum', 'cantonese']",10 Kenmare St,New York,NY,10012
41568286,bosie-tea-parlor-new-york,Bosie Tea Parlor,https://www.yelp.com/biz/bosie-tea-parlor-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12123529900,40.73126,-74.00361,764,2,4,['restaurant_reservation'],"['coffee', 'tea', 'breakfast_brunch']",10 Morton St,New York,NY,10014
50039585,the-doughnut-project-new-york,The Doughnut Project,https://www.yelp.com/biz/the-doughnut-project-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12126915000,40.731151,-74.003547,314,1,4.5,['restaurant_reservation'],"['donuts', 'coffee']",10 Morton St,New York,NY,10014
50039202,10below-ice-cream-new-york-3,10Below Ice Cream,https://www.yelp.com/biz/10below-ice-cream-new-york-3?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,16468612040,40.71407,-73.99857,1171,1,4,,['icecream'],10 Mott St,New York,NY,10013
50056330,muscle-maker-grill-new-york-2,Muscle Maker Grill,https://www.yelp.com/biz/muscle-maker-grill-new-york-2?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12129621813,40.71334,-74.0081,69,2,3.5,"['delivery', 'pickup']",['sandwiches'],10 Murray St,New York,NY,10007
50005590,famous-sichuan-new-york,Famous Sichuan,https://www.yelp.com/biz/famous-sichuan-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12122333888,40.71487,-73.99758,274,2,3.5,"['delivery', 'pickup', 'restaurant_reservation']","['szechuan', 'hotpot']",10 Pell St,New York,NY,10013
40602878,starbucks-new-york-168,Starbucks,https://www.yelp.com/biz/starbucks-new-york-168?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12129828426,40.73509768,-73.98976207,131,2,2.5,,['coffee'],10 Union Sq E,New York,NY,10003
41683619,panera-bread-new-york-9,Panera Bread,https://www.yelp.com/biz/panera-bread-new-york-9?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12126772862,40.73501048,-73.9895647,229,1,2.5,,"['sandwiches', 'salad', 'soup']",10 Union Sq E,New York,NY,10003
41402310,karaoke-wow-new-york,Karaoke Wow,https://www.yelp.com/biz/karaoke-wow-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,16464541777,40.747317,-73.986476,60,2,2.5,,['karaoke'],10 W 32nd St,New York,NY,10001
50035766,smashburger-new-york-4,Smashburger,https://www.yelp.com/biz/smashburger-new-york-4?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,16466926445,40.74806,-73.98596,275,2,3.5,,['burgers'],10 W 33rd St,New York,NY,10001
40825868,kosher-deluxe-new-york,Kosher Deluxe,https://www.yelp.com/biz/kosher-deluxe-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12128696699,40.75621796,-73.98005676,84,2,3,"['delivery', 'pickup']","['mideastern', 'hotdogs', 'kosher']",10 W 46th St,New York,NY,10036
41155726,liberato-restaurant-bronx,Liberato Restaurant,https://www.yelp.com/biz/liberato-restaurant-bronx?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17187166200,40.85366675,-73.90830695,45,2,2.5,,['latin'],10 W Burnside Ave,Bronx,NY,10453
50051701,juice-press-new-york-37,Juice Press,https://www.yelp.com/biz/juice-press-new-york-37?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12123670863,40.7437757,-74.0068286,1,2,4,,['juicebars'],100 10th Ave,New York,NY,10011
50054303,new-hong-wong-seafood-restaurant-new-york,New Hong Wong Seafood Restaurant,https://www.yelp.com/biz/new-hong-wong-seafood-restaurant-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12122268778,40.717796,-73.995498,9,2,3.5,,['chinese'],100 Bowery,New York,NY,10013
40937528,garibaldi-deli-restaurant-staten-island,Garibaldi Deli Restaurant,https://www.yelp.com/biz/garibaldi-deli-restaurant-staten-island?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,,40.62633514,-74.07684326,1,,4,,['newamerican'],100 Canal St,Staten Island,NY,10304
41641614,aroma-espresso-bar-new-york-4,Aroma Espresso Bar,https://www.yelp.com/biz/aroma-espresso-bar-new-york-4?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12123460095,40.71300218,-74.00990369,264,2,3.5,"['delivery', 'pickup']","['coffee', 'breakfast_brunch', 'cafes']",100 Church St,New York,NY,10007
40748671,flushing-meadows-golf-center-flushing,Flushing Meadows Golf Center,https://www.yelp.com/biz/flushing-meadows-golf-center-flushing?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17182718182,40.75349907,-73.84185791,57,,3.5,,"['golf', 'mini_golf']",100 Flushing Meadows Park,Flushing,NY,11368
